SiteID;Longitude;Latitude
700095;987626;4395610
700096;1016854;4369158
700097;1110576;4438969
700098;980696;4391727
700099;1034479;4380783
700100;1028472;4374542
700101;867791;4319457
700102;1047754;4399503
700104;985960;4395736
700105;989687;4393494
700106;984917;4395508
700107;983024;4393046
700108;1001113;4409513
700109;997075;4409651
700110;1015901;4405394
700111;1024527;4428318
700112;994974;4380066
700114;993681;4390680
700115;1019766;4435238
700117;1006818;4395384
700118;984539;4402687
700120;990183;4418869
700121;1007420;4387702
700122;1001799;4386855
700124;1024216;4406766
700125;1043219;4409961
700126;1040580;4387267
700127;1124729;4439623
700128;880940;4321613
700130;871255;4322443
700131;896724;4327129
700133;981128;4413465
700134;1044813;4413379
700135;1052327;4414718
700136;1053386;4411832
700138;1047942;4413502
700139;1081069;4450523
700140;1084092;4446742
700141;888643;4291301
700142;1013051;4402528
700143;1094737;4452304
700144;975242;4382119
700145;991060;4401014
700146;1026874;4419586
700147;988570;4393952
700148;983168;4400607
700149;988527;4398327
700151;982868;4396517
700152;976089;4386514
700153;975171;4384619
700154;971184;4388025
700156;996275;4427240
700157;961334;4393909
700158;1003799;4424640
700159;1006535;4405244
700160;1005474;4417675
700161;1017715;4436504
700162;1017604;4391166
700163;1021343;4372122
700164;1011637;4374421
700165;1037618;4377280
700166;1033298;4374196
700167;1052642;4409620
700168;1054052;4415398
700170;1121319;4436432
700171;882128;4313180
700172;873248;4310503
700174;1021122;4407920
700177;1123241;4443016
700178;878900;4330257
700179;1084264;4447739
700180;1121390;4447463
700181;976549;4388052
700182;1033697;4398227
700184;1029113;4370201
700185;963090;4391032
700186;1050628;4407102
700187;887394;4295645
700189;1006374;4414005
700190;1122705;4441415
700191;1045914;4404676
700192;980667;4397443
700193;987153;4397042
700194;1125099;4438399
700195;967707;4397038
700199;1014928;4431947
700202;865732;4313842
700204;1085183;4451456
700205;1119719;4440150
700208;1120706;4440741
700210;994694;4389643
700211;983949;4395842
700212;1108565;4458585
700213;987186;4394327
700214;976046;4388662
700215;970237;4389269
700216;986129;4396690
700217;1048593;4401551
700218;883564;4315479
700219;991056;4396136
700220;1042897;4393480
700222;993674;4386734
700223;982221;4393053
700224;971291;4388836
700229;1039380;4381396
700230;883251;4316813
700232;893771;4325026
700234;1023688;4424500
700235;1113818;4435987
700236;1083643;4450557
700237;1123767;4439845
700238;1101671;4442204
700239;991091;4391849
700243;891999;4321145
700244;888160;4335195
700245;1011022;4419646
700247;1051103;4419253
700248;1038120;4417621
700249;985387;4395725
700251;992316;4393117
700252;987929;4411972
700253;968152;4392646
700254;1031046;4377971
700255;985945;4397470
700256;984037;4396596
700262;996486;4394286
700265;1040445;4386903
700266;973542;4390344
700267;987022;4396191
700269;1002737;4413077
700282;1020371;4368518
700283;871701;4324532
700284;980182;4411090
700286;976590;4389693
700290;1023148;4426930
700291;994851;4388074
700292;975857;4387282
700293;982618;4396849
700295;985166;4397274
700301;983498;4394631
700305;986734;4396212
700308;985913;4395603
700310;1035698;4375533
700313;983087;4393548
700315;985797;4396581
700316;987258;4399261
700320;984470;4394921
700321;983580;4393364
700322;984955;4394976
700323;983581;4394366
700327;985476;4395343
700328;985273;4395839
700331;884390;4315975
700332;872761;4323298
700342;872946;4322396
700348;983609;4397221
700350;983196;4397485
700351;990399;4393678
700352;965179;4394578
700357;1024615;4422371
700358;998804;4407195
700359;993810;4401380
700360;989873;4400734
700361;1038860;4400108
700362;1024061;4429383
700363;1011573;4384416
700364;1024833;4402654
700367;985333;4395165
700368;995240;4382707
700369;992134;4391620
700372;1099212;4449768
700373;866214;4320075
700375;878953;4312119
700377;894149;4289845
700378;1118311;4437518
700380;1085334;4450684
700381;1106030;4450401
700382;983706;4395071
700384;882536;4314096
700392;1118314;4437840
700394;971294;4385480
700398;883951;4296262
700401;983756;4394862
700402;880707;4308505
700403;980472;4412155
700404;1084099;4442677
700405;989863;4399511
700406;886918;4317221
700407;990579;4393884
700409;892978;4325024
700411;983555;4398170
700414;985199;4395480
700415;1010608;4414676
700417;883050;4314682
700420;1043315;4401519
700421;994193;4425833
700423;1001075;4401957
700424;1003825;4386779
700426;981649;4393039
700427;986082;4395180
700428;979757;4392468
700429;980461;4391178
700432;1032951;4398572
700434;885021;4317221
700435;994813;4388780
700439;984024;4399521
700441;987054;4395218
700442;987728;4397645
700443;991022;4396616
700444;989989;4395487
700445;982068;4397294
700446;985724;4395742
700447;985440;4395303
700448;985402;4396323
700452;970044;4395758
700454;1010722;4406223
700455;1120460;4439808
700456;988457;4399955
700457;884076;4334965
700460;991950;4402733
700462;978212;4409466
700463;983431;4402363
700464;968168;4390761
700468;987312;4403972
700470;973438;4386568
700474;1122447;4440234
700477;1122997;4432608
700478;1113015;4454576
700480;1093291;4451733
700481;895107;4331088
700484;869891;4321844
700485;892250;4324042
700487;887697;4293778
700488;884902;4316315
700490;1023556;4425417
700492;998176;4406578
700494;1084282;4450640
700496;976185;4389370
700502;1124692;4435099
700504;1023066;4397809
700508;986509;4396327
700510;984649;4395594
700511;984447;4395294
700513;983478;4394456
700514;982078;4393936
700516;983521;4396147
700517;985010;4397618
700518;986796;4399543
700519;985685;4395428
700520;994644;4389185
700521;994097;4390030
700522;993017;4390927
700524;985292;4395140
700526;989496;4393748
700527;988008;4394244
700528;981745;4395264
700530;987517;4399528
700531;985569;4400814
700532;984314;4395788
700534;1013912;4396726
700537;985380;4396219
700542;988079;4397017
700544;986711;4405737
700547;985094;4399439
700554;978240;4405910
700555;1014823;4411219
700559;1022952;4424979
700562;985115;4398063
700564;992968;4401645
700566;1012276;4373881
700568;973600;4389920
700570;970719;4388914
700571;1003743;4423746
700576;985985;4396381
700580;985245;4394795
700581;985171;4395895
700582;985271;4396656
700583;992612;4393226
700584;1028064;4419686
700587;986631;4396272
700588;984604;4395899
700591;984448;4394460
700593;1015463;4430232
700596;982335;4400177
700600;872720;4323310
700601;1123673;4432928
700602;982270;4392901
700603;987398;4398193
700605;1006158;4413176
700606;986804;4395501
700607;975808;4387906
700608;963545;4389419
700612;1111627;4455968
700613;1110072;4444432
700614;1033126;4399036
700618;1021055;4435672
700624;997103;4405642
700627;1083510;4450065
700631;990019;4395967
700634;995066;4388094
700635;1007357;4413443
700636;1084065;4450500
700637;975587;4387572
700640;996585;4398067
700642;1019220;4415873
700645;1016074;4419679
700651;981000;4392139
700652;985251;4395901
700653;986717;4395444
700654;984767;4395704
700656;985698;4395137
700659;990502;4394343
700660;896396;4289894
700661;885975;4316441
700666;870900;4316129
700669;991987;4419330
700672;988616;4402355
700676;993486;4394366
700677;1010103;4373676
700681;994558;4395614
700685;1117888;4434411
700686;1083555;4449484
700689;1036863;4376913
700690;989069;4409646
700700;1028411;4373946
700702;1014481;4430979
700703;989607;4417433
700707;1036501;4375546
700710;876161;4329183
700712;1020128;4435242
700713;867799;4318795
700721;1122112;4432589
700722;1102630;4445963
700727;1121778;4440677
700729;1080654;4449811
700734;1047709;4398826
700737;1033400;4417073
700738;1047832;4400746
700741;1054493;4415973
700744;1039730;4385963
700745;973177;4386325
700746;1105255;4440550
700747;1110647;4437776
700748;1111215;4445018
700749;1029918;4371331
700750;1019754;4433854
700751;1010280;4377719
700752;985465;4395986
700756;981106;4393059
700757;977427;4389950
700762;882877;4319429
700764;976907;4390217
700765;884423;4315776
700766;1110341;4444843
700768;884930;4316036
700770;992724;4421904
700777;971517;4385645
700785;1006709;4413505
700786;991392;4401586
700787;982871;4395420
700788;974300;4400645
700798;985810;4396109
700800;995689;4405597
700804;1003825;4386779
700805;888574;4293264
700817;985565;4396271
700824;970192;4386793
700825;984800;4397228
700827;1118573;4440576
700828;1006473;4412534
700830;1121767;4437330
700831;883190;4317613
700835;885159;4321366
700839;1006364;4387452
700840;999266;4381428
700863;994850;4391119
700902;986262;4396119
700908;984168;4396205
700909;984328;4396739
700910;986332;4397099
700911;983727;4395548
700913;985196;4396420
700914;986901;4395569
700915;884809;4316122
700916;882757;4315777
700918;872372;4323939
700919;872765;4323840
700922;988293;4397301
700930;984300;4395883
700931;980135;4405057
700933;1008635;4391756
700934;986399;4396923
700940;983379;4404862
700942;985291;4395532
700946;1000459;4408893
700947;884182;4318220
700957;1006775;4413509
700958;1107193;4457601
700973;994927;4391296
700974;978681;4391153
700975;994523;4388000
700978;995401;4401185
700979;983572;4394557
700980;983457;4393942
700984;884060;4315798
700985;885285;4318388
700986;896987;4328612
700989;975708;4384845
700991;1023884;4430477
701004;1023510;4426691
701009;965619;4394647
701014;1001228;4409412
701022;970526;4389755
701024;1018386;4381647
701036;1028295;4386469
701039;882249;4289067
701045;991748;4401845
701051;1026791;4420234
701053;992745;4391316
701054;989542;4393143
701059;985862;4399314
701061;986723;4394628
701062;985031;4395952
701065;984748;4399436
701066;993058;4392447
701069;984022;4397663
701075;1015687;4419291
701082;882014;4312652
701089;1048270;4402460
701104;1016223;4369232
701107;1048762;4403918
701108;1123952;4440081
701112;885334;4316997
701114;884521;4316187
701117;887620;4316770
701118;1001067;4390737
701121;994042;4390291
701122;993996;4389892
701123;984236;4397703
701124;994221;4389611
701133;1023969;4423889
701135;1084376;4442055
701136;983381;4394807
701145;987716;4421412
701163;1087046;4455592
701165;982333;4411270
701226;1047477;4399631
701229;975751;4387585
701236;986041;4393762
701259;985379;4397567
701284;872901;4313110
701310;982210;4398311
701316;971545;4399536
701327;1006174;4412644
701334;1007707;4413029
701336;876937;4318339
701337;877404;4318415
701338;875441;4319109
701489;1031052;4398390
701504;881296;4315169
701556;985764;4396488
701558;982698;4397745
701559;982353;4398465
701560;986611;4396049
701561;979215;4391034
701562;985647;4395622
701564;966112;4394716
701573;884490;4317763
701574;1021750;4424740
701575;989952;4393145
701576;988763;4395160
701579;1016648;4382551
701587;1118958;4433304
701588;882057;4309339
701594;1044090;4396468
701597;1052465;4410849
701602;1104373;4441740
701611;1045016;4396306
701612;1044883;4396249
701619;892892;4289285
701622;995205;4385188
701627;994990;4387758
701630;1053691;4416609
701637;872292;4321972
701642;893044;4289476
701643;987191;4413656
701655;1083361;4448862
701669;1004304;4423569
701753;976794;4388107
800001;938298;4603404
800002;906605;4646456
800003;927713;4609028
800004;934498;4595095
800007;937782;4674629
800008;927824;4590331
800009;897004;4579388
800011;970391;4625273
800012;931831;4642533
800013;916166;4602044
800014;916593;4581568
800016;929493;4592413
800017;929819;4606284
800018;914143;4594506
800019;928022;4592986
800021;924964;4591474
800022;943986;4605956
800023;930717;4593415
800024;924944;4593198
800025;930697;4594198
800026;898898;4674544
800027;932076;4596352
800028;940070;4620516
800029;900825;4686839
800030;935097;4598898
800031;931517;4599129
800033;931629;4595645
800034;934802;4597263
800035;929887;4594722
800036;884355;4622113
800037;901658;4631094
800038;951227;4609657
800041;932900;4606236
800042;930795;4591962
800043;975965;4626759
800044;904102;4594880
800045;926462;4587186
800046;932415;4594818
800047;926305;4610606
800048;933424;4598543
800049;924511;4603405
800052;918827;4594112
800053;931065;4593402
800054;935383;4602015
800055;954485;4636878
800056;917408;4613417
800057;923569;4600168
800058;933812;4600505
800060;919351;4585817
800061;895793;4574009
800063;927606;4596518
800064;935412;4636969
800066;934281;4595763
800067;866595;4614655
800068;929373;4593802
800069;928526;4595339
800070;918860;4612989
800072;935976;4655391
800074;917919;4614412
800075;960886;4619046
800076;888610;4653485
800077;930866;4625749
800078;950786;4614551
800079;930752;4596248
800080;909912;4585706
800081;911383;4579325
800082;932002;4593368
800083;920747;4633880
800084;877264;4598329
800085;945057;4656667
800087;889307;4668073
800090;886602;4632261
800091;881954;4610577
800092;920308;4653480
800093;953240;4612634
800094;911246;4603287
800095;904801;4624253
800096;907094;4615926
800098;927605;4591551
800099;931076;4600283
800102;929888;4595703
800104;925413;4584955
800105;931188;4594514
800106;925958;4597932
800113;919189;4584624
800114;938220;4602005
800116;933250;4596059
800119;924261;4593887
800121;906522;4576739
800122;909078;4607643
800125;932728;4600522
800126;901079;4689257
800127;937564;4601413
800128;931530;4596972
800130;932652;4597446
800131;900613;4672372
800132;875702;4629926
800133;930363;4621542
800134;965091;4619466
800135;954348;4619673
800136;946415;4623824
800137;913753;4693420
800138;924199;4619756
800139;933788;4640506
800140;911699;4596586
800141;905875;4610212
800143;926331;4592002
800144;933409;4608693
800145;949898;4623780
800147;978538;4626620
800148;937474;4663468
800149;919700;4596158
800150;934803;4611034
800152;939409;4612703
800153;907850;4633890
800154;908055;4610528
800155;917390;4597856
800156;936045;4614126
800157;896232;4607428
800158;974170;4623923
800159;946993;4607198
800160;930871;4606909
800161;920078;4606151
800162;925490;4613060
800164;956972;4629899
800165;922348;4593669
800167;968447;4620665
800168;900169;4597143
800169;905592;4625146
800170;935229;4602448
800171;932407;4610866
800172;902944;4576607
800173;894615;4642374
800174;935853;4668519
800175;892592;4587552
800176;962425;4618427
800177;890769;4686064
800178;948549;4637150
800181;942915;4618624
800182;899477;4632689
800183;899685;4578509
800184;924036;4610492
800185;975929;4631883
800186;890989;4608346
800187;928785;4594482
800191;934050;4596732
800194;938748;4615560
800196;933551;4593405
800197;970347;4631995
800198;915331;4600328
800199;927221;4594397
800200;960733;4623586
800202;911857;4592504
800203;949628;4608667
800204;953130;4625241
800205;929730;4587418
800206;942002;4607207
800208;932894;4599490
800210;923339;4601086
800213;930746;4595106
800214;928621;4592420
800215;933826;4597996
800218;932725;4592465
800220;931754;4594369
800223;935081;4600083
800224;930592;4596901
800226;905241;4620108
800227;901706;4677448
800228;904372;4663775
800230;905390;4633856
800231;906241;4598845
800232;900751;4612120
800233;957157;4616854
800234;885181;4613982
800235;929789;4592996
800237;928079;4588127
800240;918386;4599182
800241;954316;4612820
800244;952349;4615544
800245;926570;4612199
800246;929593;4597475
800247;901219;4630673
800249;932980;4594511
800250;929342;4597007
800251;961602;4633093
800252;927798;4596322
800253;929721;4598301
800256;932452;4592630
800258;930080;4593934
800261;927002;4590289
800262;926517;4593074
800263;932396;4601137
800264;935208;4596321
800266;933614;4602146
800267;932096;4593971
800268;928285;4594447
800269;929799;4596398
800272;934168;4599577
800273;930454;4590531
800275;940779;4619581
800276;900088;4597962
800278;896622;4637503
800279;938692;4632346
800280;924918;4592118
800282;936742;4602726
800286;920563;4581128
800287;939979;4618219
800288;920885;4678106
800289;925389;4611805
800294;891918;4616023
800295;923578;4610646
800297;924069;4590692
800298;909667;4602410
800299;929121;4595586
800300;931047;4593885
800301;933181;4595296
800302;933948;4594075
800303;931553;4592844
800304;931821;4594899
800305;932270;4595379
800306;931384;4595115
800307;928431;4594306
800308;925243;4612892
800310;932845;4593677
800311;933299;4599295
800312;931506;4596417
800315;931590;4594000
800317;930186;4595081
800318;930913;4595717
800319;928587;4597131
800321;932956;4596763
800322;932193;4597065
800323;928817;4594977
800324;928751;4596061
800325;928417;4596467
800326;947761;4609972
800328;899616;4589796
800329;953244;4630097
800330;944374;4607774
800331;907843;4593424
800332;892031;4572584
800333;896074;4615459
800334;901836;4575394
800335;903853;4576482
800336;878712;4614601
800337;919796;4608322
800338;888626;4650889
800339;944284;4661525
800340;930272;4613347
800342;891124;4646016
800343;884131;4610686
800344;886716;4612849
800346;917165;4580709
800348;933018;4598195
800349;932062;4600426
800350;932493;4599415
800351;927558;4593838
800352;928165;4595837
800353;961038;4616697
800354;929135;4593135
800355;928977;4594420
800356;928472;4593338
800358;935283;4596225
800359;904836;4599227
800360;904826;4577211
800361;908122;4578004
800362;910581;4578818
800363;911921;4579378
800365;914517;4580713
800366;897061;4575083
800368;932472;4598615
800371;904609;4629864
800372;909147;4605902
800374;927496;4595149
800375;932941;4672083
800376;939760;4655833
800378;922612;4603245
800380;939409;4660480
800383;921992;4588275
800386;951138;4618871
800387;927810;4596419
800388;931936;4603041
800401;902769;4669357
800402;902263;4682704
800403;884643;4581629
800406;934307;4594663
800407;935347;4595992
800408;932997;4593270
800409;933604;4594241
800410;930905;4592802
800411;931680;4597337
800412;928992;4593466
800414;889216;4614078
800415;886025;4616290
800416;882925;4614518
800417;875643;4617223
800418;915097;4613184
800419;910304;4615196
800420;904168;4618208
800421;906217;4613304
800422;973231;4626522
800426;925909;4635120
800427;921708;4661096
800428;916959;4663625
800430;931887;4674571
800432;934712;4646129
800433;900911;4693933
800434;893464;4588614
800436;930322;4677173
800438;932908;4603780
800439;938317;4658495
800440;890061;4611818
800441;892921;4607382
800447;922055;4605115
800448;922912;4603618
800449;932037;4613244
800450;930932;4610354
800451;929241;4590715
800452;929124;4594629
800453;918952;4617210
800454;933646;4597369
800455;933886;4593954
800456;924483;4584907
800458;905966;4593802
800461;896456;4589025
800464;935760;4654849
800472;923204;4601956
800474;934518;4594744
800479;923828;4600594
800480;928571;4607477
800481;924690;4586530
800483;902462;4592931
800484;902020;4675509
800485;928268;4605623
800486;931017;4596640
800487;931211;4595978
800488;932693;4595441
800489;930477;4595764
800490;931354;4593211
800494;928022;4592478
800496;926866;4591586
800497;927165;4590982
800500;939891;4605779
800501;924780;4607816
800502;919941;4609715
800503;925977;4607196
800504;883869;4612651
800505;907092;4609111
800506;868382;4617695
800507;920148;4605104
800508;934839;4615575
800509;939229;4618166
800510;934147;4608921
800512;932680;4594334
800513;931875;4594446
800514;931805;4595484
800515;931915;4595977
800516;931990;4595631
800517;932039;4595044
800519;931473;4594793
800520;931367;4594052
800522;932274;4595228
800527;930914;4594980
800528;932057;4595533
800530;917633;4595605
800531;929684;4594169
800532;929265;4595964
800533;929656;4595218
800534;888684;4583750
800535;933288;4594128
800536;931634;4595431
800537;931391;4595685
800541;932477;4594639
800542;932623;4594943
800543;944664;4605784
800545;931750;4595091
800546;931995;4594756
800547;928396;4590182
800548;929880;4592269
800549;931078;4597242
800550;930211;4597297
800551;943145;4605226
800552;943356;4606436
800553;947641;4607046
800554;931303;4595462
800557;934808;4598144
800558;933762;4599027
800560;967532;4620139
800561;970136;4621534
800565;976620;4629619
800570;964731;4634769
800584;917249;4614718
800588;918052;4612235
800589;932640;4593390
800590;927963;4595125
800593;939151;4602870
800595;928008;4608493
800597;947548;4610712
800598;972462;4622896
800599;940120;4621917
800600;918882;4580793
800601;916097;4580361
800602;916453;4604349
800603;914524;4602181
800606;925729;4592462
800608;918062;4613405
800610;922608;4581716
800612;921025;4590289
800614;925877;4611229
800615;925207;4610835
800616;925830;4612038
800617;926569;4611323
800618;924817;4613521
800619;977929;4625991
800621;901964;4630283
800622;909723;4603273
800623;954713;4613920
800629;929730;4586356
800630;897885;4575026
800631;924394;4592852
800633;900189;4596896
800634;925261;4603932
800636;921444;4594023
800637;902847;4575985
800640;920226;4586169
800642;950219;4608984
800644;896303;4608439
800649;936164;4600977
800650;937233;4600207
800656;919511;4603509
800657;926453;4588206
800658;924725;4612033
800659;926066;4613111
800662;935952;4601777
800666;899743;4671004
800668;945755;4623294
800677;941231;4620868
800684;919405;4596995
800689;908458;4610648
800694;893734;4587731
800695;932057;4594482
800696;930778;4595916
800697;928458;4595792
800704;926024;4597916
800712;925021;4608245
800715;925779;4608067
800719;921538;4603874
800720;917599;4613111
800722;946752;4621957
800723;932726;4611283
800726;911164;4587866
800729;968089;4622239
800740;945278;4613961
800745;952438;4612852
800747;912650;4579251
800748;897475;4573895
800750;938859;4649339
800751;902834;4637297
800752;911487;4639000
800754;929767;4628508
800760;900859;4605147
800761;901439;4605688
800762;906024;4606299
800765;935902;4612709
800766;886587;4591603
800767;917029;4588970
800769;905073;4627536
800770;950056;4626242
800773;912267;4646923
800774;944314;4668965
800775;937789;4671721
800776;920693;4627389
800780;914230;4605900
800782;943607;4622391
800784;944783;4651562
800788;927352;4655816
800793;917997;4648831
800797;896247;4630992
800801;885746;4615242
800817;938410;4615362
800822;938942;4615893
800835;949998;4611431
800839;923931;4590894
800840;928061;4593759
800841;925338;4582406
800842;917468;4613791
800843;938007;4614247
800845;918756;4594753
800847;917392;4635362
800848;927962;4598662
800851;932105;4594776
800852;913931;4629059
800853;894027;4595885
800854;908033;4605456
800855;925484;4592474
800861;889319;4584970
800862;919438;4609562
800863;928941;4595706
800865;921594;4586006
800866;933908;4593190
800867;872850;4618760
800868;977527;4635934
800869;929603;4596436
800877;903603;4629714
800878;930238;4595156
800880;931819;4597607
800881;932904;4594448
800889;960253;4616417
800892;939764;4615114
800897;940882;4619688
800899;926123;4611976
800903;938915;4611688
800904;894204;4615630
800907;929209;4598610
800912;930437;4611114
800914;907682;4603513
800916;904550;4576160
800917;928118;4589309
800921;939732;4616724
800940;933256;4594854
800942;927634;4594750
800943;930733;4595690
800945;923705;4605933
800946;902559;4632030
800947;925424;4613567
800952;937333;4605398
800965;924330;4614223
800966;927747;4613694
800967;909478;4605130
800968;936954;4598290
800970;927280;4592889
800971;934917;4594618
800972;930480;4593867
800973;927104;4594982
800975;929407;4594726
800977;929937;4594949
800979;929836;4593643
800987;931704;4592494
800991;927257;4593669
800992;932659;4593898
800994;932061;4594923
800995;932862;4594233
800997;928445;4593740
800998;934607;4594857
801001;874392;4629957
801002;869075;4630003
801003;903173;4615904
801005;926606;4596960
801006;922657;4604404
801007;922029;4605821
801008;930284;4595163
801010;930622;4594936
801013;928624;4594435
801020;930162;4594784
801022;901571;4673949
801024;930447;4595299
801025;930670;4596000
801027;930941;4594794
801029;930141;4595202
801031;932631;4594295
801032;932532;4594099
801038;933002;4593927
801039;932889;4594445
801042;929991;4595431
801044;925333;4588078
801045;932979;4604853
801047;925512;4584963
801048;925169;4584839
801050;930677;4592750
801051;931153;4591827
801052;931268;4592090
801053;930876;4592217
801054;930569;4592484
801058;929817;4595590
801059;931897;4595355
801061;927084;4591537
801062;928674;4594455
801069;932898;4594108
801070;930830;4592851
801074;929097;4591318
801075;933438;4594958
801080;932980;4596303
801081;930783;4595429
801082;931030;4595223
801083;930278;4595769
801085;930625;4595861
801089;931302;4594877
801093;923772;4614638
801094;938751;4615543
801095;964825;4618718
801100;928329;4593435
801101;932048;4594551
801103;928858;4594571
801109;929869;4595928
801111;932717;4594151
801113;952954;4612006
801117;932307;4594836
801118;932276;4594030
801122;932181;4594373
801123;932642;4595881
801133;930482;4594876
801134;930771;4594546
801135;930986;4594426
801139;940374;4611112
801140;913164;4611628
801141;932276;4594624
801143;920176;4583810
801145;894540;4572693
801154;934295;4611513
801163;930079;4594927
801167;930507;4594443
801170;930384;4593911
801173;931006;4594236
801179;931050;4593604
801183;931933;4594231
801184;931537;4593732
801185;931787;4593723
801188;931655;4593483
801189;931845;4593479
801190;932214;4593222
801192;932386;4596008
801194;929995;4594031
801197;932596;4595111
801199;932658;4595214
801202;891089;4588954
801203;949980;4615557
801204;931251;4604180
801205;927079;4593808
801207;932953;4597182
801208;928819;4593923
801209;936286;4597373
801210;929580;4593548
801211;928916;4588551
801213;924171;4601714
801218;924308;4591752
801220;926892;4607916
801221;890541;4600848
801223;945306;4629320
801224;932537;4594492
801225;932420;4594735
801231;937213;4616820
801234;958746;4616705
801235;891386;4573619
801239;930451;4595467
801240;900867;4662494
801244;927778;4596214
801247;920096;4610918
801249;933262;4601337
801250;934367;4656517
801251;934996;4654996
801255;931929;4596223
801257;932483;4596265
801258;933015;4596177
801259;932791;4595839
801261;931704;4596031
801266;877719;4624521
801267;932562;4596592
801269;932710;4596314
801272;931374;4593335
801275;929065;4594647
801276;885993;4613150
801277;930775;4594745
801284;938024;4651943
801288;932456;4595704
801290;930604;4589263
801291;921412;4612906
801292;919486;4614246
801293;918202;4618609
801294;896513;4624277
801295;895450;4598543
801298;885284;4602324
801302;885511;4630564
801306;886741;4606726
801311;940144;4656238
801312;952694;4667342
801316;977007;4625765
801317;980785;4626885
801318;931168;4592968
801319;930289;4594993
801321;896000;4574637
801322;899760;4609745
801323;935182;4602960
801325;912374;4640200
801334;926361;4611667
801337;925311;4612359
801338;930950;4594601
801340;932253;4595682
801341;930270;4594631
801343;935250;4597572
801361;932590;4595414
801362;932920;4596786
801363;933274;4597194
801364;933401;4597324
801370;933100;4594341
801372;925692;4590644
801373;953109;4614098
801377;933210;4597133
801391;927335;4595954
801407;932124;4595016
801420;931873;4595530
801421;931567;4594670
801427;930992;4594789
801433;930591;4594799
801435;929580;4593970
801440;931368;4592029
801446;929396;4594044
801447;932432;4592837
801448;929425;4594581
801453;928220;4591590
801459;931221;4592838
801466;934387;4598895
801469;929216;4588772
801470;930262;4600244
801473;932534;4596567
801483;954245;4612873
801484;923993;4604211
801487;930835;4595617
801497;930250;4596573
801499;907783;4606733
801500;923929;4616620
801508;920877;4591448
801509;913385;4602244
801510;919186;4611948
801513;925300;4586909
801521;921816;4593135
801522;917109;4581924
801527;929764;4594033
801528;929440;4593895
801529;929181;4593708
801531;930136;4594075
801532;930338;4595411
801533;931057;4592535
801537;901545;4631165
801540;932488;4594683
801542;914569;4580271
801544;901259;4631591
801546;917162;4600355
801547;929880;4593640
801548;927408;4595396
801549;928260;4593647
801550;929767;4598963
801560;930952;4587250
801561;928249;4592557
801562;921162;4589776
801563;929475;4591788
801564;933242;4600239
801565;933272;4598957
801567;934477;4600961
801568;932547;4598925
801569;929139;4590371
801572;918361;4582389
801573;925677;4593395
801576;901062;4630118
801577;919170;4611470
801584;923123;4604336
801585;919083;4594708
801586;928350;4608981
801587;930476;4608253
801588;930866;4606266
801590;930254;4607149
801594;934388;4612805
801600;935748;4600708
801602;939824;4620017
801604;941889;4620080
801611;954778;4614644
801614;933230;4607449
801618;920527;4605921
801619;920741;4606130
801620;919939;4605663
801622;926689;4609841
801624;927946;4611824
801625;925712;4614072
801637;893521;4588241
801639;896147;4575740
801641;895286;4574353
801646;930056;4593748
801647;929357;4592134
801648;931064;4593404
801650;930155;4596201
801651;930928;4593074
801652;930982;4593028
801653;930892;4592871
801654;930701;4592908
801655;933264;4596077
801657;918341;4613453
801658;917720;4613429
801659;917896;4613274
801660;927627;4592508
801663;925481;4589006
801668;930501;4595512
801669;930578;4595450
801671;917602;4612846
801672;929817;4588222
801673;902005;4687683
801674;906610;4610811
801675;917260;4613672
801681;933459;4592932
801682;924692;4592605
801685;905889;4589127
801687;934580;4594806
801688;893257;4587891
801690;927289;4593862
801692;930269;4592345
801693;928593;4593124
801694;928313;4594719
801696;929576;4596634
801697;928855;4596808
801699;919995;4592642
801700;924095;4604687
801702;933182;4605729
801703;926137;4612086
801704;941003;4619395
801705;896056;4574248
801707;927673;4592362
801709;929568;4594835
801712;930201;4594173
801714;930649;4593138
801723;930987;4595684
801731;932984;4594929
801732;919516;4613050
801734;929653;4590676
801736;932841;4594486
801738;923356;4605909
801739;916047;4603537
801744;938187;4601650
801745;884662;4613509
801746;954261;4612784
801747;954181;4613077
801748;893185;4587693
801749;878252;4602470
801752;972133;4622621
801758;931205;4595416
801762;931275;4595163
801768;930503;4592978
801769;902988;4576288
801770;929535;4593155
801772;973553;4623153
801774;938690;4625614
801777;977671;4625652
801783;887973;4595867
801784;929402;4596679
801785;930700;4594919
801786;932078;4596061
801787;931050;4595448
801789;929847;4595755
801791;924416;4592823
801792;924516;4592830
801796;909732;4616913
801798;929125;4596577
801799;935648;4655368
801819;928859;4594693
801824;931645;4595185
801826;932493;4594761
801827;934357;4600887
801828;922409;4640252
801829;902295;4633562
801841;933149;4594988
801843;932070;4596132
801845;931715;4595889
801846;921875;4593249
801850;932601;4594727
801854;895455;4577054
801858;907557;4638431
801860;922068;4605404
801861;901149;4672758
801862;890980;4608577
801866;931070;4593142
801872;915938;4603233
801873;901440;4597723
801877;928723;4589111
801882;940582;4629012
801887;934537;4620982
801913;938393;4643077
801914;948590;4639519
801928;928717;4594458
801932;953917;4611891
801936;924962;4584758
801939;927666;4593317
801941;927963;4593657
801943;936496;4609634
801945;933685;4670076
801955;929454;4592019
801959;927680;4591024
801960;934198;4596313
801981;929558;4590849
801983;930822;4595374
801986;921943;4589752
801987;928617;4590777
801988;913953;4632053
801996;911195;4603650
802000;930133;4599744
